"source","id_str","text","created_at","retweet_count","in_reply_to_user_id_str","favorite_count","is_retweet"
"Twitter for Android","812408189492797442","slaughter you. This is a purely religious threat, which turned into reality. Such hatred! When will the U.S., and all countries, fight back?","Fri Dec 23 21:23:00 +0000 2016",17989,,65946,false
"Twitter for Android","812406855469252608","The terrorist who killed so many people in Germany said just before crime, ""by God's will we will slaughter you pigs, I swear, we will......","Fri Dec 23 21:17:42 +0000 2016",18801,,51789,false
"Twitter for iPhone","812390964740427776","As to the U.N., things will be different after Jan. 20th.","Fri Dec 23 20:14:34 +0000 2016",33870,,98907,false
"Twitter for Android","812266152684650496","my presidency. Isn't this a ridiculous shame? He loves these kids, has raised millions of dollars for them, and now must stop. Wrong answer!","Fri Dec 23 11:58:36 +0000 2016",14571,,64566,false
"Twitter for Android","812264762981675008","My wonderful son, Eric, will no longer be allowed to raise money for children with cancer because of a possible conflict of interest with...","Fri Dec 23 11:53:05 +0000 2016",15510,,54251,false
"Twitter for Android","812115501791006720","The so-called ""A"" list celebrities are all wanting tixs to the inauguration, but look what they did for Hillary, NOTHING. I want the PEOPLE!","Fri Dec 23 01:59:58 +0000 2016",31424,,120217,false
"Twitter for Android","812061677160202240","Based on the tremendous cost and cost overruns of the Lockheed Martin F-35, I have asked Boeing to price-out a comparable F-18 Super Hornet!","Thu Dec 22 22:26:05 +0000 2016",14954,,62693,false
"Twitter for Android","811977223326625792","The United States must greatly strengthen and expand its nuclear capability until such time as the world comes to its senses regarding nukes","Thu Dec 22 16:50:30 +0000 2016",21281,,72946,false
"Twitter for Android","811975049431416832","Someone incorrectly stated that the phrase ""DRAIN THE SWAMP"" was no longer being used by me. Actually, we will always be trying to DTS.","Thu Dec 22 16:41:52 +0000 2016",19444,,74086,false
"Twitter for iPhone","811928543366148096","The resolution being considered at the United Nations Security Council regarding Israel should be vetoed....cont: https://t.co/s8rXKKZNF1","Thu Dec 22 13:37:04 +0000 2016",10377,,35766,false
"Twitter for Android","811778176120668160","I met some really great Air Force GENERALS and Navy ADMIRALS today, talking about airplane capability and pricing. Very impressive people!","Thu Dec 22 03:39:33 +0000 2016",13101,,65961,false
"Twitter for Android","811564284706689024","I have not heard any of the pundits or commentators discussing the fact that I spent FAR LESS MONEY on the win than Hillary on the loss!","Wed Dec 21 13:29:38 +0000 2016",20374,,82587,false
"Twitter for Android","811562990285848576","I would have done even better in the election, if that is possible, if the winner was based on popular vote - but would campaign differently","Wed Dec 21 13:24:29 +0000 2016",12051,,54341,false
"Twitter for Android","811560662853939200","Campaigning to win the Electoral College is much more difficult &amp; sophisticated than the popular vote. Hillary focused on the wrong states!","Wed Dec 21 13:15:14 +0000 2016",16033,,68734,false
"Twitter for Android","811307169043849216","Yes, it is true - Carlos Slim, the great businessman from Mexico, called me about getting together for a meeting. We met, HE IS A GREAT GUY!","Tue Dec 20 20:27:57 +0000 2016",15663,,68359,false
"Twitter for Android","811196778779463684","especially how to get people, even with an unlimited budget, out to vote in the vital swing states ( and more). They focused on wrong states","Tue Dec 20 13:09:18 +0000 2016",8936,,42412,false
"Twitter for Android","811195441710764032","Bill Clinton stated that I called him after the election. Wrong, he called me (with a very nice congratulations). He ""doesn't know much"" ...","Tue Dec 20 13:03:59 +0000 2016",18772,,79039,false
"Twitter for iPhone","811041034323054592","""@mike_pence: Congratulations to @RealDonaldTrump; officially elected President of the United States today by the Electoral College!""","Tue Dec 20 02:50:25 +0000 2016",15417,,74081,false
"Twitter for iPhone","811039925571354624","""@Franklin_Graham: Congratulations to President-elect @realDonaldTrump--the electoral votes are in and it's official."" Thank you Franklin!","Tue Dec 20 02:46:01 +0000 2016",10436,,50087,false
"Twitter for iPhone","811021135483699201","RT @DanScavino: #TrumpTrain🚂💨🇺🇸🇺🇸🇺🇸🇺🇸 https://t.co/qAQdBGEwSv","Tue Dec 20 01:31:21 +0000 2016",9181,,0,true
"Twitter for Android","810996052241293312","We did it! Thank you to all of my great supporters, we just officially won the election (despite all of the distorted and inaccurate media).","Mon Dec 19 23:51:41 +0000 2016",59296,,223249,false
"Twitter for Android","810988379051610112","Today there were terror attacks in Turkey, Switzerland and Germany - and it is only getting worse. The civilized world must change thinking!","Mon Dec 19 23:21:11 +0000 2016",39339,,114387,false
"Twitter for Android","810604216771284992","If my many supporters acted and threatened people like those who lost the election are doing, they would be scorned &amp; called terrible names!","Sun Dec 18 21:54:40 +0000 2016",36450,,135369,false
"Twitter for Android","810288321880555520","We should tell China that we don't want the drone they stole back.- let them keep it!","Sun Dec 18 00:59:25 +0000 2016",17978,,65643,false
"Twitter for iPhone","810276411177107456","Thank you Alabama! From now on, it’s going to be #AmericaFirst. Our goal is to bring back that wonderful phrase:… https://t.co/4UAazd7TmF","Sun Dec 18 00:12:05 +0000 2016",12972,,54845,false
"Twitter for iPhone","810232514749075456","RT @DanScavino: Join President-elect Trump LIVE from Mobile, Alabama via his #Facebook page! #ThankYouTour2016 
Watch: https://t.co/btzN080…","Sat Dec 17 21:17:39 +0000 2016",3750,,0,true
"Twitter for iPhone","810121703288410112","China steals United States Navy research drone in international waters - rips it out of water and takes it to China in unprecedented act.","Sat Dec 17 13:57:20 +0000 2016",19390,,60926,false
"Twitter for Android","810112407309844480","Mobile, Alabama today at 3:00 P.M. Last rally of the year - ""THANK YOU ALABAMA AND THE SOUTH"" Biggest of all crowds expected, see you there!","Sat Dec 17 13:20:23 +0000 2016",8227,,40187,false
"Twitter for Android","810109131537481728","""@EazyMF_E: @realDonaldTrump Many people are now saying you will be an extremely successful president! #MakeAmericaGreatAgain""  Thank you!","Sat Dec 17 13:07:22 +0000 2016",7098,,35184,false
"Twitter for Android","810108542921408512","Last night in Orlando, Florida, was incredible - massive crowd - THANK YOU FLORIDA! Today at 3:00 P.M. I will be in Alabama for last rally!","Sat Dec 17 13:05:02 +0000 2016",6411,,36034,false
"Twitter for iPhone","809969373754654721","Thank you Florida. My Administration will follow two simple rules: BUY AMERICAN and HIRE AMERICAN! #ICYMI- Watch:… https://t.co/3vgtzSJsFu","Sat Dec 17 03:52:01 +0000 2016",11064,,43359,false
"Twitter for iPhone","809803893920165892","#ThankYouTour2016 

Tonight- Orlando, Florida 
Tickets: https://t.co/JwQeccp79N

Tomorrow- Mobile, Alabama
Tickets:… https://t.co/Cq5AwcuzT9","Fri Dec 16 16:54:28 +0000 2016",7043,,27831,false
"Twitter Web Client","809790978332786689","Well, we all did it, together! I hope the ""MOVEMENT"" fans will go to D.C. on Jan 20th for the swearing in. Let's set the all time record!","Fri Dec 16 16:03:09 +0000 2016",18146,,70675,false
"Twitter for Android","809717035353722880","Are we talking about the same cyberattack where it was revealed that head of the DNC illegally gave Hillary the questions to the debate?","Fri Dec 16 11:09:19 +0000 2016",33487,,109285,false
"Twitter for iPhone","809571983428120577","Thank you Pennsylvania! Together, we are going to MAKE AMERICA GREAT AGAIN! Watch here: https://t.co/7R382qWfWS… https://t.co/yB6u5FEfHq","Fri Dec 16 01:32:56 +0000 2016",8906,,38166,false
"Twitter for iPhone","809525257371578369","Join me in Mobile, Alabama on Sat. at 3pm! #ThankYouTour2016 
Tickets: https://t.co/GGgbjl8Zo6 https://t.co/opKrWO4k0C","Thu Dec 15 22:27:16 +0000 2016",5573,,22280,false
"Twitter for iPhone","809403760099422208","If Russia, or some other entity, was hacking, why did the White House wait so long to act? Why did they only complain after Hillary lost?","Thu Dec 15 14:24:29 +0000 2016",40668,,124069,false
"Twitter for Android","809389774066814976","The media tries so hard to make my move to the White House, as it pertains to my business, so complex - when actually it isn't!","Thu Dec 15 13:28:54 +0000 2016",13779,,60839,false
"Twitter for Android","809384826193276928","Thank you to Time Magazine and Financial Times for naming me ""Person of the Year"" - a great honor!","Thu Dec 15 13:09:14 +0000 2016",10718,,57035,false
"Twitter for Android","809383989018497024","Has anyone looked at the really poor numbers of @VanityFair Magazine. Way down, big trouble, dead! Graydon Carter, no talent, will be out!","Thu Dec 15 13:05:55 +0000 2016",8908,,37361,false
"Twitter Web Client","809097603010981888",".@BillGates and @JimBrownNFL32 in my Trump Tower office yesterday- two great guys! https://t.co/4PjSOEU5y9","Wed Dec 14 18:07:55 +0000 2016",14126,,57955,false
"Twitter for iPhone","808881429715316737","Thank you Wisconsin! My Administration will be focused on three very important words: jobs, jobs, jobs! Watch:… https://t.co/iEGWZLuiFE","Wed Dec 14 03:48:55 +0000 2016",9687,,42663,false
"Twitter for iPhone","808837073423794176","RT @DanScavino: Join #PEOTUS Trump &amp; #VPEOTUS Pence live in West Allis, Wisconsin! 
#ThankYouTour2016 #MAGA
https://t.co/vU5EPIYKUc https:/…","Wed Dec 14 00:52:40 +0000 2016",3624,,0,true
"Twitter for iPhone","808787048144453632","Join me this Saturday at Ladd–Peebles Stadium in Mobile, Alabama! 
#ThankYouTour2016 

Tickets:… https://t.co/1RFmKCMgyw","Tue Dec 13 21:33:53 +0000 2016",6250,,23396,false
"Twitter for Android","808653723639697408","The thing I like best about Rex Tillerson is that he has vast experience at dealing successfully with all types of foreign governments.","Tue Dec 13 12:44:06 +0000 2016",14653,,58936,false
"Twitter for Android","808642018612310016","Wisconsin and Pennsylvania have just certified my wins in those states. I actually picked up additional votes!","Tue Dec 13 11:57:35 +0000 2016",18233,,77773,false
"Twitter for Android","808638507161882624","I have chosen one of the truly great business leaders of the world, Rex Tillerson, Chairman and CEO of ExxonMobil, to be Secretary of State.","Tue Dec 13 11:43:38 +0000 2016",23120,,76990,false
"Twitter for Android","808532286664822784","I will hold a press conference in the near future to discuss the business, Cabinet picks and all other topics of interest. Busy times!","Tue Dec 13 04:41:33 +0000 2016",10461,,46885,false
"Twitter for Android","808529888630239232","Presidency. Two of my children, Don and Eric, plus executives, will manage them. No new deals will be done during my term(s) in office.","Tue Dec 13 04:32:01 +0000 2016",9693,,42985,false
"Twitter for Android","808528428123254785","Even though I am not mandated by law to do so, I will be leaving my busineses before January 20th so that I can focus full time on the......","Tue Dec 13 04:26:13 +0000 2016",12083,,55971,false
"Twitter for Android","808469755749339136","I will be making my announcement on the next Secretary of State tomorrow morning.","Tue Dec 13 00:33:05 +0000 2016",16675,,63246,false
"Twitter for Android","808456602076545025","The final Wisconsin vote is in and guess what - we just picked up an additional 131 votes. The Dems and Green Party can now rest. Scam!","Mon Dec 12 23:40:48 +0000 2016",29567,,105021,false
"Twitter for iPhone","808437742904418304","#ThankYouTour2016 

Tue: West Allis, WI. 

Thur: Hershey, PA. 

Fri: Orlando, FL. 

Sat: Mobile, AL. 

Tickets:… https://t.co/OJ8S7iVzFx","Mon Dec 12 22:25:52 +0000 2016",7803,,27048,false
"Twitter for Android","808301935728230404","The F-35 program and cost is out of control. Billions of dollars can and will be saved on military (and other) purchases after January 20th.","Mon Dec 12 13:26:13 +0000 2016",16338,,60204,false
"Twitter for Android","808300706914594816","Unless you catch ""hackers"" in the act, it is very hard to determine who was doing the hacking. Why wasn't this brought up before election?","Mon Dec 12 13:21:20 +0000 2016",15776,,60049,false
"Twitter for Android","808299841147248640","Can you imagine if the election results were the opposite and WE tried to play the Russia/CIA card. It would be called conspiracy theory!","Mon Dec 12 13:17:54 +0000 2016",34274,,108230,false
"Twitter for Android","808114703922843649","Just watched @NBCNightlyNews - So biased, inaccurate and bad, point after point. Just can't get much worse, although @CNN is right up there!","Mon Dec 12 01:02:14 +0000 2016",19928,,72028,false
"Twitter for Android","808107215492091904","Will be interviewed on @FoxNews at 10:00 P.M. Enjoy!","Mon Dec 12 00:32:28 +0000 2016",5389,,27885,false
"Twitter for Android","807970490635743237","Whether I choose him or not for ""State""- Rex Tillerson, the Chairman &amp; CEO of ExxonMobil, is a world class player and dealmaker. Stay tuned!","Sun Dec 11 15:29:10 +0000 2016",12304,,52460,false
"Twitter for Android","807945982633709570","I spent Friday campaigning with John Kennedy, of the Great State of Louisiana, for the U.S.Senate. The election is over - JOHN WON!","Sun Dec 11 13:51:47 +0000 2016",9851,,51114,false
"Twitter for Android","807935995316408322","Being at the Army - Navy Game was fantastic. There is nothing like the spirit in that stadium. A wonderful experience, and congrats to Army!","Sun Dec 11 13:12:06 +0000 2016",13091,,79228,false
"Twitter for Android","807932020236124160","I will be interviewed today on Fox News Sunday with Chris Wallace at 10:00 (Eastern) Network. ENJOY!","Sun Dec 11 12:56:18 +0000 2016",5636,,30187,false
"Twitter for iPhone","807663539116802048","RT @FoxNewsSunday: Sunday-- our exclusive interview with President-elect @realDonaldTrump 
Watch on @FoxNews at 2p/10p ET 
Check your local…","Sat Dec 10 19:09:28 +0000 2016",5874,,0,true
"Twitter for iPhone","807663477322027008","October 2015 - thanks Chris Wallace @FoxNewsSunday! https://t.co/VEsgPcWq7z","Sat Dec 10 19:09:13 +0000 2016",7237,,27721,false
"Twitter for iPhone","807656426374103041","RT @TrumpInaugural: Counting down the days until the swearing in of @realDonaldTrump &amp; @mike_pence. Check in here for the latest updates. #…","Sat Dec 10 18:41:12 +0000 2016",6634,,0,true
"Twitter for iPhone","807589280071684096","A very interesting read. Unfortunately, so much is true.
https://t.co/ER2BoM765M","Sat Dec 10 14:14:23 +0000 2016",12362,,31500,false
"Twitter for iPhone","807588632877998081","Reports by @CNN that I will be working on The Apprentice during my Presidency, even part time, are ridiculous &amp; untrue - FAKE NEWS!","Sat Dec 10 14:11:49 +0000 2016",25193,,75035,false
"Twitter for Android","807565127021109252","As a show of support for our Armed Forces, I will be going to The Army-Navy Game today. Looking forward to it, should be fun!","Sat Dec 10 12:38:24 +0000 2016",18630,,106381,false
"Twitter for Android","807547249681166336","I have NOTHING to do with The Apprentice except for fact that I conceived it with Mark B &amp; have a big stake in it. Will devote ZERO TIME!","Sat Dec 10 11:27:22 +0000 2016",11255,,49710,false
"Twitter for Android","807545243608420352",".@RudyGiuliani, one of the finest people I know and a former GREAT Mayor of N.Y.C., just took himself out of consideration for ""State"".","Sat Dec 10 11:19:24 +0000 2016",7176,,30158,false
"Twitter for iPhone","807427326522884096","Thank you Michigan. We are going to bring back your jobs &amp; together, we will MAKE AMERICA GREAT AGAIN!
Watch:… https://t.co/EyLOo26FqW","Sat Dec 10 03:30:50 +0000 2016",9137,,38254,false
"Twitter for iPhone","807347429062443009","Thank you Louisiana! Get out &amp; vote for John Kennedy tomorrow. Electing Kennedy will help enact our agenda on behal… https://t.co/sHXeyreEZI","Fri Dec 09 22:13:21 +0000 2016",9048,,36425,false
"Twitter for iPhone","807309464705630208","Join me live in Louisiana! Tomorrow, we need you to go to the polls &amp; send John Kennedy to the U.S. Senate. https://t.co/O0jtz0BKeL","Fri Dec 09 19:42:30 +0000 2016",5347,,23051,false
"Twitter for iPhone","807057700857188355","THANK YOU IOWA!
#ThankYouTour2016 https://t.co/v6EB2OQMeO","Fri Dec 09 03:02:04 +0000 2016",9404,,40714,false
"Twitter for iPhone","806999846674698240","Join me tomorrow! #MAGA 
10am- Baton Rouge, LA. 
Tickets: https://t.co/rvIQ6Yq45P
7pm- Grand Rapids, MI.
Tickets: https://t.co/2UTwAg5V87","Thu Dec 08 23:12:11 +0000 2016",5904,,20652,false
"Twitter for iPhone","806995622117122048","On my way to Des Moines, Iowa- will see you soon with @mike_pence. Join us! Tickets: https://t.co/1IuRTVwMSx #ThankYouTour2016","Thu Dec 08 22:55:24 +0000 2016",4076,,21863,false
"Twitter for iPhone","806970576359325696","Today we lost a great pioneer of air and space in John Glenn. He was a hero and inspired generations of future explorers. He will be missed.","Thu Dec 08 21:15:52 +0000 2016",20155,,95348,false
"Twitter for Android","806678853305384960","If United Steelworkers 1999 was any good, they would have kept those jobs in Indiana. Spend more time working-less time talking. Reduce dues","Thu Dec 08 01:56:40 +0000 2016",14048,,57293,false
"Twitter for Android","806660011904614408","Chuck Jones, who is President of United Steelworkers 1999, has done a terrible job representing workers. No wonder companies flee country!","Thu Dec 08 00:41:48 +0000 2016",12817,,49838,false
"Twitter for iPhone","806583438748815361","Join me tomorrow in Des Moines, Iowa with Vice President-Elect @mike_pence - at 7:00pm!
#ThankYouTour2016 #MAGA… https://t.co/Geq6sT70IT","Wed Dec 07 19:37:32 +0000 2016",6322,,27305,false
"Twitter for iPhone","806568460620857349","We pause today to remember the 2,403 American heroes who selflessly gave their lives at Pearl Harbor 75 years ago...
https://t.co/r5eRLR24Q3","Wed Dec 07 18:38:00 +0000 2016",18545,,77162,false
"Twitter for Android","806473064703725568","I will be interviewed on the @TODAYshow at 7:30. Enjoy!","Wed Dec 07 12:18:56 +0000 2016",5342,,32203,false
"Twitter for iPhone","806340792247795715","A great night in Fayetteville, North Carolina. Thank you! #ICYMI watch here: https://t.co/ZAuTgxKPpb https://t.co/EF9xRWmciA","Wed Dec 07 03:33:20 +0000 2016",7661,,36249,false
"Twitter for iPhone","806246271405162500","Departing New York with General James 'Mad Dog' Mattis for tonight's rally in Fayetteville, North Carolina! See you… https://t.co/Z8sgJBWI09","Tue Dec 06 21:17:45 +0000 2016",14190,,70289,false
"Twitter Web Client","806214236053667842","Masa said he would never do this had we (Trump) not won the election!","Tue Dec 06 19:10:27 +0000 2016",13140,,48486,false
"Twitter Web Client","806214078465245185","Masa (SoftBank) of Japan has agreed to invest $50 billion in the U.S. toward businesses and 50,000 new jobs....","Tue Dec 06 19:09:49 +0000 2016",28709,,88915,false
"Twitter for iPhone","806177746397306883","Join me tonight in Fayetteville, North Carolina at 7pm! 
#ThankYouTour2016 
Tickets: https://t.co/79AHq3NC0v https://t.co/KoZCE7JeG7","Tue Dec 06 16:45:27 +0000 2016",6525,,26789,false
"Twitter for Android","806134244384899072","Boeing is building a brand new 747 Air Force One for future presidents, but costs are out of control, more than $4 billion. Cancel order!","Tue Dec 06 13:52:35 +0000 2016",42984,,141634,false
"Twitter for iPhone","805911307270713348","#ThankYouTour2016 

12/6- North Carolina
https://t.co/79AHq3NC0v

12/8- Iowa
https://t.co/1IuRTVwMSx

12/9- Michiga… https://t.co/vcQaIJ8qoB","Mon Dec 05 23:06:43 +0000 2016",8156,,27009,false
"Twitter Web Client","805804034309427200","If the press would cover me accurately &amp; honorably, I would have far less reason to ""tweet."" Sadly, I don't know if that will ever happen!","Mon Dec 05 16:00:27 +0000 2016",38653,,141203,false
"Twitter for iPhone","805772007220645888","I am thrilled to nominate Dr. @RealBenCarson as our next Secretary of the US Dept. of Housing and Urban Development… https://t.co/OJKuDFhP3r","Mon Dec 05 13:53:11 +0000 2016",27205,,107202,false
"Twitter for Android","805539770864693253","their country (the U.S. doesn't tax them) or to build a massive military complex in the middle of the South China Sea?  I don't think so!","Sun Dec 04 22:30:22 +0000 2016",14475,,51993,false
"Twitter for Android","805538149157969924","Did China ask us if it was OK to devalue their currency (making it hard for our companies to compete), heavily tax our products going into..","Sun Dec 04 22:23:55 +0000 2016",20602,,67532,false
"Twitter for Android","805528947190616065",".@FoxNews will be re-running ""Objectified: Donald Trump,"" the ratings hit produced by the great Harvey Levin of TMZ, at 8:00 P.M. Enjoy!","Sun Dec 04 21:47:21 +0000 2016",6499,,31397,false
"Twitter for Android","805486509914779649","The Green Party just dropped its recount suit in Pennsylvania and is losing votes in Wisconsin recount. Just a Stein scam to raise money!","Sun Dec 04 18:58:43 +0000 2016",25524,,95381,false
"Twitter for Android","805387038048612356","expensive mistake! THE UNITED STATES IS OPEN FOR BUSINESS","Sun Dec 04 12:23:27 +0000 2016",14892,,58188,false
"Twitter for Android","805386422807105536","these companies are able to move between all 50 states, with no tax or tariff being charged. Please be forewarned prior to making a very ...","Sun Dec 04 12:21:01 +0000 2016",10315,,42184,false
"Twitter for Android","805382541343653888","wanting to sell their product, cars, A.C. units etc., back across the border. This tax will make leaving financially difficult, but.....","Sun Dec 04 12:05:35 +0000 2016",9654,,40464,false
"Twitter for Android","805380553008680961","without retribution or consequence, is WRONG! There will be a tax on our soon to be strong border of 35% for these companies ......","Sun Dec 04 11:57:41 +0000 2016",12287,,48467,false
"Twitter for Android","805378393537658880","fires its employees, builds a new factory or plant in the other country, and then thinks it will sell its product back into the U.S.  ......","Sun Dec 04 11:49:06 +0000 2016",11997,,46329,false
"Twitter for Android","805376548882776064","The U.S. is going to substantialy reduce taxes and regulations on businesses, but any business that leaves our country for another country,","Sun Dec 04 11:41:47 +0000 2016",13697,,53412,false
"Twitter for Android","805278955150471168","Just tried watching Saturday Night Live - unwatchable! Totally biased, not funny and the Baldwin impersonation just can't get any worse. Sad","Sun Dec 04 05:13:58 +0000 2016",27987,,115332,false
"Twitter for iPhone","805127720749383680","Our great VPE, @mike_pence, is in Louisiana campaigning for John Kennedy for US Senate. John will be a tremendous help to us in Washington.","Sat Dec 03 19:13:01 +0000 2016",9224,,39351,false
"Twitter for iPhone","805126876779913216","State Treasurer John Kennedy is my choice for US Senator from Louisiana. Early voting today; election next Saturday.","Sat Dec 03 19:09:40 +0000 2016",9800,,39057,false
"Twitter for Android","805088569765359616","""@TigerWoods: Can’t wait to get back out there and mix it up with the boys. –TW #heroworldchallenge"" Great to have you back Tiger - Special!","Sat Dec 03 16:37:27 +0000 2016",9328,,37901,false
"Twitter for Android","804884532671430658","Rexnord of Indiana is moving to Mexico and rather viciously firing all of its 300 workers. This is happening all over our country. No more!","Sat Dec 03 03:06:41 +0000 2016",17475,,64422,false
"Twitter for Android","804863098138005504","Interesting how the U.S. sells Taiwan billions of dollars of military equipment but I should not accept a congratulatory call.","Sat Dec 03 01:41:30 +0000 2016",38805,,122905,false
"Twitter for Android","804848711599882240","The President of Taiwan CALLED ME today to wish me congratulations on winning the Presidency. Thank you!","Sat Dec 03 00:44:20 +0000 2016",24700,,111106,false
"Twitter for iPhone","804516764562374656","Thank you Ohio! Together, we made history – and now, the real work begins. America will start winning again!… https://t.co/sVNSNJE7Uf","Fri Dec 02 02:45:18 +0000 2016",17283,,72196,false
"Twitter for iPhone","804458095569158144","Heading to U.S. Bank Arena in Cincinnati, Ohio for a 7pm rally. 
Join me! Tickets: https://t.co/HiWqZvHv6M","Thu Dec 01 22:52:10 +0000 2016",5564,,31256,false
"Twitter for Android","804333771021570048","Getting ready to leave for the Great State of Indiana and meet the hard working and wonderful people of Carrier A.C.","Thu Dec 01 14:38:09 +0000 2016",9834,,57249,false
"Twitter for iPhone","804333718999539712","My thoughts and prayers are with those affected by the tragic storms and tornadoes in the Southeastern United States. Stay safe!","Thu Dec 01 14:37:57 +0000 2016",12077,,65724,false
"Twitter for Android","804170300908781570","Look forward to going to Indiana tomorrow in order to be with the great workers of Carrier. They will sell many air conditioners!","Thu Dec 01 03:48:35 +0000 2016",12632,,67597,false
"Twitter for iPhone","804052438546317312","'Donald Trump is already helping the working class' https://t.co/GTuNcQhLYx","Wed Nov 30 20:00:14 +0000 2016",14758,,52300,false
"Twitter for iPhone","804050182170116096","RT @DanScavino: Great interview on @foxandfriends by @SteveDoocy w/ Carrier employee- who has a message for #PEOTUS @realDonaldTrump &amp; #VPE…","Wed Nov 30 19:51:16 +0000 2016",7382,,0,true
"Twitter for iPhone","803997374016167936","'President-elect Donald J. Trump today announced his intent to nominate Steven Mnuchin, Wilbur Ross &amp; Todd Ricketts… https://t.co/cEBxoWsnYp","Wed Nov 30 16:21:26 +0000 2016",7113,,26141,false
